api_member_id,api_date,api_type,api_kind,api_relation,api_detail,api_current_valuation,api_origin_valuation,api_increased_amount,api_decreased_amount,api_reason_change
MTK2954E,201903,예금,,배우자,"(주)KEB하나은행 346,615(63,378 감소), 수협은행 10,000, BNP파리바카디프생명보험 70,000(13,000 증가), 국민은행 441,410(66,452 증가), 삼성화재해상보험 200,000, 신한은행 0(11,434 감소), (주)KB손해보험 3,584(384 증가), 과학기술인공제회 490,707(106,275 증가), AIA생명보험 35,878(1,979 증가), 한화손해보험 4,094(3,782 증가), 오렌지라이프생명보험 10,577(1,174 증가), 구즉신협 10,207(10,207 증가), 교보생명보험 33,800(2,400 증가)",1656872,1526031,410579,279738,
1PZ8289D,201803,예금,,본인,"하나생명보험 100,000, 중소기업은행 551,624(238,716
증가), 우리은행 1(11,235 감소), 흥국생명보험 30,000(50 증가), 신한금융투자(주) 650,543(515,745 증가), 농협은행 8,909(8,909 증가), AIA생명보험주식회사 69,717(6,002
증가), MG손해보험(주) 300, 국민은행 409, (주)KEB하나은행 197,761(221,666 감소), 한국산업은행 0(115,739 감소),
한화생명보험주식회사 36,000, 삼성화재해상보험 6,570(998
증가)",1651834,1230054,1199685,777905,급여 저축 및 생활비 지출 등
6EN68926,202403,건물,아파트(전세(임차)권),배우자,서울특별시 서초구 방배동 방배롯데캐슬아르떼 건물 147.72㎡,1650000,1650000,0,0,변동없음
6EN68926,202303,건물,아파트(전세(임차)권),배우자,서울특별시 서초구 방배동 방배롯데캐슬아르떼 건물147.72㎡,1650000,1400000,250000,0,전세계약 갱신
3RW63706,202103,증권,비상장주식,배우자,"서호도시개발 10,800주",1649862,1649862,0,0,
3RW63706,202008,증권,비상장주식,배우자,"서호도시개발 10,800주",1649862,,,,
I7R13867,202403,예금,,배우자,"(주)KB손해보험 68,968(5,544 증가), 광주은행 152,001(72,000 증가), 국민은행 31,421(68,579 감소),농협은행 16,657(4,404 감소), 대신증권 4,243(250 증가), 메리츠화재해상보험(보험) 5,951(408 증가),산림조합중앙회 5, 삼성생명보험 232,675(106,305 증가), 신한은행 376,125(21,549 감소), 우리은행 761,400(31,400 증가), 하나증권 302,한화생명보험주식회사 0(21,500 감소)",1649748,1549873,1229385,1129510,급여 저축 및 생활비 지출 등
3425169D,202203, 건물,아파트,본인,서울특별시 서초구 반포동 에이아이디차관 건물 73.79㎡,1646000,1552000,94000,0,가액변동
V8I36226,201703,예금,,본인,"미래에셋대우(주) 613,313(613,313 증가), 샘신협 50, NH투자증권 255,962(19,367 감소), 한양증권 54, 새마을금고 54(1 증가), 농협은행 569,111(48,553 증가), 국민은행 20, 한화생명보험주식회사 40,000, 광주은행 116, 남광주신협 53, 월산 217(5 증가), 광남 100, 교보생명보험 64,602, 미래에셋증권 0(605,483 감소), 삼성화재해상보험 100,000",1643652,1606630,811908,774886,본인 및 배우자와 자녀의 급여 저축
QB390802,202003,건물,단독주택,배우자,경기도 성남시 분당구 운중동 판교산운아펠바음(지분30%) 대지 429.60㎡ 중 128.88㎡ 건물 462.53㎡ 중 138.76㎡,1642200,1642200,,,가액변동없음
QB390802,201803,건물,단독주택,배우자,"경기도 성남시 분당구 운중동 대지 429.60㎡중 128.88㎡ 건물
462.53㎡ 중 138.76㎡ (대지 지분면적 128.88㎡ 증가, 건물 지분면적 138.76㎡ 증가)",1642200,,1642200,0,신규매입(지분30%)
QB390802,201903,건물,단독주택,배우자,경기도 성남시 분당구 운중동 대지 429.60㎡중 128.88㎡ 건물 462.53㎡ 중 138.76㎡,1642200,1642200,0,0,가액변동없음
ZDP5704Q,202103,예금,,본인,"(주)KB손해보험 11,700, (주)KEB하나은행421,365(31,544 증가), AIA생명보험주식회사9,715(9,715 증가), IBK연금보험주식회사 180,000, 국민은행 6,174(43 증가), 농협생명보험 30,000, 농협은행 23,239(23,094 증가), 농협중앙회 6,040(1,314 감소), 미래에셋대우(주) 85, 미래에셋생명보험 102,281, 삼성생명보험 130,000(70,000 증가), 삼성증권 17,199(13,051 증가), 신한금융투자(주) 167, 신한은행6,590(5,114 감소), 씨티은행 164,171(35,375 감소),에이스아메리칸화재해상보험 2,511(205 증가), 오렌지 라이프생명보험 주식회사 138,406, 우리은행 210,777(25,494 증가), 푸르덴셜생명보험 80,668(3,545증가), 한화생명보험주식회사 90,000(90,000 증가), 현대해상화재보험 9,881(583 증가)",1640969,1415498,436876,211405,"주식 매도 및 급여 저축, 수익증권 평가액변동, 이자증가, 월임대소득 수입, 가계지출 등으로 인한 변동"
E6U4345C,202303,채권,,배우자,사인간채권 증가,1640000,927000,1640000,927000,채권회수 및 발생
V429892C,201803,예금,,배우자,"DB손해보험(주) 11,260(2,694 증가), (주)KEB하나은행
8,595(147,572 감소), 한화투자증권 83, 케이디비생명보험
16,500(3,900 증가), KB생명보험 120,080, 양주
50,000(50,000 증가), 국민은행 1,201,665(506,771 증가),
KB증권 1, 우체국 17,073(3,604 증가), 농협중앙회 102,466(193,214 감소), 중소기업은행 51, 양주 12(10 감소), DB금융투자 60,176(60,176 증가), 신용협동조합중앙회 110,
한화생명보험주식회사 0(3,324 감소), 신한생명보험 11,095(1,902 증가), 농협손해보험 7,800(1,200 증가),
믿음신협 391(2 증가), 양주중앙신협   30,000(30,000 증가),
한국투자증권 1, 양주중앙신협 0(30,000 감소)",1637359,1351230,1300312,1014183,
N4R2421C,201803,채권,,배우자,사인간채권 감소,1636300,1795358,0,159058,채권회수 등
1MU99298,202303,건물,근린생활시설,본인,경기도 시흥시 정왕동 대지 539.30㎡ 건물 689.13㎡,1636159,1531849,104310,0,가액변동
JG77046J,201903,토지,대지,배우자,서울특별시 강동구 명일동 305-3번지 228.00㎡,1633848,1603752,30096,0,가액변동
LH97552Q,201703,건물,근린생활시설,본인,"부산광역시 강서구 강동동 대지 1,514.00㎡ 건물 538.00㎡",1633558,1420993,212565,0,가액변동
9UW75767,202003,건물,아파트,본인,"서울특별시 서초구 반포동 신반포3지구아파트 건물
 132.94㎡",1632000,1456000,176000,,가액변동
N4R2421C,202403,토지,대지,본인,서울특별시 송파구 잠실동 196-11번지 175.20㎡ 중122.60㎡,1631806,1740920,0,109114,공시가격 변동
E6U4345C,202203, 건물,아파트,배우자,서울특별시 강남구 대치동 은마아파트 건물 84.43㎡,1631000,1470000,161000,0,공시가격 상승
TO79481Z,202003,유가증권,회사채,배우자,"대한상선 9(사모) 1,000,000주(1,000,000주 증가), 한진
 86-2 613,423주(613,423주 증가)",1628828,0,1628828,,
4019850M,202203, 채무,건물임대채무,본인,서울특별시 마포구 상암동 트루텍빌딩 임대보증금 증가,1628485,1576653,51832,0,건물 임대보증금 변동
EMC8812P,202303,예금,,배우자,"(주)KEB하나은행 4,916(4 증가),KB라이프생명보험(푸르덴셜생명보험) 13,122(648 증가),SK증권 1, 국민은행 338,459(30,043 증가), 농협중앙회441, 대구은행 991,130(180,698 감소),메리츠화재해상보험(보험) 4,779(752 증가),새마을금고중앙회 56,380(4,190 감소), 우체국 0(126 감소), 유안타증권 33,917(797 감소), 하이투자증권 931(697 증가), 한국교직원공제회 183,864(17,389 증가)",1627940,1764218,575967,712245,급여 저축 및 생활비 지출
GDG1847Z,202303,예금,,본인,"(주)KEB하나은행 397,613(186,641 증가), 국민은행 15,662(47 증가), 농협은행 387,436(137,963 증가),삼성생명보험 88,560, 신용협동조합중앙회 1,572(34 증가), 신한라이프(오렌지라이프) 0(261,131 감소), 신한라이프생명보험 263,973(263,973 증가), 신한은행 69,009(17,571 증가), 에이비엘생명보험 200,000,우리은행 7,453, 케이디비생명보험 30,000,한화생명보험주식회사 105,300, 흥국생명보험 60,510",1627088,1281990,608612,263514,급여 저축 및 상속
TO79481Z,201608,유가증권,국채,배우자,"JTDB 0 08/22/16 140,000,000주, 브라질국채(2023년만기) 447,000주",1626319,,,,해외국채
N4R2421C,201903,채권,,배우자,사인간채권 감소,1626300,1636300,0,10000,일부환수
SNJ6318D,202003,건물,아파트,배우자,"서울특별시 영등포구 여의도동 대우트럼프월드 1차 아파
 트 건물 244.91㎡",1624000,1608000,16000,,가액변동
RUW8681N,201603,건물,다세대주택,본인,서울특별시 강남구 논현동 대지 322.70㎡ 건물 469.57㎡,1624000,1581000,43000,0,가액변동
QZU9232M,201803,예금,,본인,"푸르덴셜생명보험 85,622(3,667 증가), NH투자증권
241,524(44,639 증가), 신용협동조합중앙회 160, 대구은행
236(1 증가), 농협은행 12,771(30,072 감소), 청송 1,000,
한화투자증권 53(53 증가), AIA생명보험주식회사 53,059(2,487 증가), 국민은행 1,166,394(215,623 증가),
농협중앙회 9,247(75,396 감소), 의성신협 0(52,519 감소),
의성신협     53,395(53,395 증가)",1623461,1461583,1287688,1125810,급여저축으로 인한 예금 증가 / 선관위 보궐 선거비용 환급
YLS4431M,202303,건물,아파트,배우자,서울특별시 용산구 서빙고동 건물 95.66㎡,1621000,1293000,328000,0,공시가격 상승
ZGA4092Y,202003,예금,,본인,"(주)KEB하나은행 178,031(4,108 증가), 국민은행 19,127(3,615 증가), 농협은행 572,143(201,055 증가), 농
 협중앙회 0(101,687 감소), 대한지방행정공제회 500,000,
 삼성생명보험 310,940, 새마을금고 5,678(154 증가), 신용
 협동조합중앙회 34,430(60 증가), 우리은행 3",1620352,1513047,1030559,923254,"급여저축 및 예금이자, 생활비 지출 등"
T2K9554I,202003,채무,,본인,사인간채무,1620000,1620000,,,만기연장
T2K9554I,201703,채무,,본인,사인간채무 감소,1620000,1924072,1000000,1304072,"채권환수금액 등으로 일부
상환"
T2K9554I,202003,채무,,본인,사인간채무,1620000,1620000,,,만기연장
T2K9554I,201803,채무,,본인,사인간채무,1620000,1620000,0,0,변동없음
TKJ4800F,202303,예금,,본인,"(주)KB손해보험 12,804(1,584 증가), 국민은행 2,066,농협생명보험 30,000, 농협은행 163,704(29,220 증가), 농협중앙회 826,544(229,323 증가), 삼성화재해상보험 2,200(2,200 증가), 새마을금고중앙회 116,278(110,049증가), 스탠다드차타드은행 0(127,996 감소), 신용협동조합중앙회 254,024(5,472 감소),신한라이프(오렌지라이프) 0(8,400 감소),신한라이프생명보험 24,360(8,400 증가), 신한은행 20,케이디비생명보험 7,128, 한화생명보험주식회사140,404(14,329 증가), 현대해상화재보험 40,279(49,508감소)",1619811,1416082,1009687,805958,급여저축 등
N4R2421C,201903,토지,대지,본인,서울특별시 송파구 잠실동 196-12번지 195.80㎡ 중 137.10㎡,1617780,1604070,13710,0,가액변동
N4R2421C,202003,토지,대지,본인,"서울특별시 송파구 잠실동 196-12번지 195.80㎡ 중 137.10
 ㎡",1617780,1617780,,,변동없음
PWU27609,202003,예금,,배우자,"교보생명보험 50,992(4,211 증가), 농협생명보험 200,000,
 농협중앙회 1,268,248(217,159 증가), 삼성증권 12, 신한
 은행 10,200(2,665 감소), 중소기업은행 50,000(3,739 감
 소), 푸른상호저축은행 37,000, 한국투자증권 12",1616464,1401498,1181370,966404,
W4X85128,202303,건물,아파트,본인,서울특별시 서초구 잠원동 잠원훼미리아파트 건물 84.90㎡,1612000,1427000,185000,0,가액 변동
TZP9391O,202103,건물,상가,배우자,"경기도 평택시 고덕면 여염리  우성메디컬센터 대지 11.73㎡ 건물 98.14㎡ (대지 11.73㎡ 증가, 건물 98.14㎡ 증가)",1608900,0,1608900,0,상가 매입
TZP9391O,202203, 건물,상가,배우자,경기도 평택시 고덕면 여염리 우성메디컬센터 제1층 대지 11.73㎡ 건물 98.14㎡,1608900,1608900,0,0,변동없음
TZP9391O,202403,건물,상가,배우자,경기도 평택시 고덕면 여염리 우성메디컬센터 대지11.73㎡ 건물 98.14㎡,1608900,1608900,0,0,변동없음
TZP9391O,202303,건물,상가,배우자,경기도 평택시 고덕면 여염리 우성메디컬센터 대지11.73㎡ 건물 98.14㎡,1608900,1608900,0,0,변동 없음
SBK1544B,202203, 토지,임야,본인,"경기도 용인시 기흥구 보라동 388-23번지 1,496.00㎡",1608200,1427184,181016,0,공시지가 일괄반영
SNJ6318D,201903,건물,아파트,배우자,서울특별시 영등포구 여의도동 대우트럼프월드 1차 아파트 건물 244.91㎡,1608000,1464000,144000,0,가액변동
N4R2421C,201903,건물,아파트,배우자,서울특별시 송파구 잠실동 아시아선수촌아파트 건물 178.32㎡ 중 133.79㎡,1608000,1248000,360000,0,가액변동
UDB4825U,202003,예금,,배우자,"(주)KB손해보험 32,000, (주)대신저축은행 16,500(16,500 증가), (주)하나저축은행 48,500(48,500 증가), BNP파리바 카디프생명보험 100,000, DB손해보험(주) 32,000, IBK연금
 보험주식회사 560,000, KB증권 5, SK증권 1, 교보생명보험
 32,000, 삼성생명보험 200,000, 상호저축은행중앙회
 97,000(97,000 증가), 수협은행 200,000(200,000 증가),
 신한금융투자(주) 41,104(41,104 증가), 신한은행 79,327(91,566 감소), 우리은행 16,176(5,332 증가), 웰컴
 저축은행 48,500(48,500 증가), 중소기업은행 104,079(839
 감소)",1607192,1242661,536031,171500,급여저축 및 전세보증금 차액 등
V8I36226,201603,예금,,본인,"샘신협 50, NH투자증권 275,329(10,878 증가), 한양증권 54,
농협은행 520,558(50,872 감소), 무진 새마을금고 53(2 증가), 국민은행 20, 한화생명보험주식회사 40,000, 광주은행 116(1 증가), 남광주신협 53, 월산 212(104 증가), 광남
100(100 증가), 교보생명보험 64,602, 미래에셋증권
605,483(9,546 증가), 삼성화재해상보험 100,000",1606630,1636871,299367,329608,"증가:급여,예금,보험,수익증 권 이익 등
감소:정기예금 만기해지 및 수익증권 손실, 분양대금 지급 등"
N4R2421C,202203, 토지,대지,본인,서울특별시 송파구 잠실동 196-11번지 175.20㎡ 중122.60㎡,1606060,1489590,116470,0,공시지가 일괄반영
3RW63706,202303,건물,아파트,배우자,서울특별시 마포구 용강동 e편한세상 마포3차 건물123.44㎡,1606000,1452000,154000,0,가액변동
DPZ7685X,202008,예금,,본인,"NH투자증권 4, 교보생명보험 18,000, 교보증권 25,698, 농협은행 8,198,부산은행 1,098,663, 삼성화재해상보험 31,300, 새마을금고 171,206, 새마을금고중앙회 공제사업부 29,079, 스탠다드차타드은행 487, 신용협동조합중앙회 22,427, 신한생명보험 18,432, 우리은행 58,746, 우체국 18,274,한화생명보험주식회사 105,000",1605514,,,,
ARP89147,202408,건물,아파트,본인,서울특별시 강남구 도곡동 도곡한신아파트 건물 116.24㎡,1605000,,,,
N4R2421C,201803,토지,대지,본인,서울특별시 송파구 잠실동 196-12번지 195.80㎡ 중 137.10㎡,1604070,1604070,0,0,변동없음
N4R2421C,201703,토지,대지,본인,서울특별시 송파구 잠실동 19612번지 195.80㎡ 중 137.10㎡,1604070,1576650,27420,0,가액변동
JG77046J,201803,토지,대지,배우자,"[소재지 오기정정]서울특별시 강동구 명일동 305-3번지
228.00㎡",1603752,1580496,23256,0,가액변동
68P7228G,202303,채무,,배우자,사인간채무,1603160,1603160,0,0,변동없음
